image,word,confidence
page_008.png,যে,73.0
page_008.png,নেপোলিয়ন,92.0
page_008.png,এই,93.0
page_008.png,দুর্দমনীয়দ্রেব্ন,51.0
page_008.png,মধ্যেই,95.0
page_008.png,খুঁজে,96.0
page_008.png,পেয়েছিলেন,96.0
page_008.png,তার,89.0
page_008.png,একান্ত,29.0
page_008.png,ভক্তদের,85.0
page_008.png,যেহেতু,94.0
page_008.png,যেসব,93.0
page_008.png,জনতা,95.0
page_008.png,একটা,95.0
page_008.png,পরিপূর্ণ,91.0
page_008.png,সংগঠনর্ূপে,6.0
page_008.png,গড়ে,96.0
page_008.png,উঠতে,96.0
page_008.png,সমর্থ,93.0
page_008.png,হয়নি,95.0
page_008.png,তাদের,95.0
page_008.png,পর্যালোচনা,60.0
page_008.png,করা,73.0
page_008.png,খুবই,96.0
page_008.png,দুরূহ,91.0
page_008.png,আমরা,92.0
page_008.png,কেবল,95.0
page_008.png,যেসব,95.0
page_008.png,জনতা,38.0
page_008.png,৬%/.080738081.0017,0.0
page_009.png,৪,88.0
page_009.png,জনতা,70.0
page_009.png,সাংগঠনিক,93.0
page_009.png,পূর্ণ,96.0
page_009.png,মাত্রা,93.0
page_009.png,অর্জন,95.0
page_009.png,করতে,93.0
page_009.png,পেক্নেছে,3.0
page_009.png,তাদের,93.0
page_009.png,আলোচনাতেই,88.0
page_009.png,সীমাবদ্ধ,95.0
page_009.png,থাকব,9.0
page_009.png,এভাবে,96.0
page_009.png,আমরা,95.0
page_009.png,জনতা,96.0
page_009.png,কি,96.0
page_009.png,সেটা,96.0
page_009.png,কি,94.0
page_009.png,রূপ,95.0
page_009.png,নিতে,86.0
page_009.png,পারে,95.0
page_009.png,তাই,95.0
page_009.png,দেখব,9.0
page_009.png,জনতার,95.0
page_009.png,একটা,95.0
page_009.png,উন্নততর,93.0
page_009.png,স্তরেই,90.0
page_009.png,কেবলমাত্র,94.0
page_009.png,একটা,95.0
page_009.png,জাতি,95.0
page_009.png,বা,93.0
page_009.png,গোষ্পীর,0.0
page_009.png,অপরিবর্তনীয়,64.0
page_009.png,এবং,95.0
page_009.png,স্ব,0.0
page_009.png,চারিত্রিক,92.0
page_009.png,বৈশিষ্ট্যের,90.0
page_009.png,উপন্ন,39.0
page_009.png,কতকগুলি,89.0
page_009.png,নতুন,96.0
page_009.png,এবং,96.0
page_009.png,বিশেষ,96.0
page_009.png,বৈশিষ্ট্য,60.0
page_009.png,অনুমিত,95.0
page_009.png,হত,77.0
page_009.png,পারে,86.0
page_009.png,এবং,95.0
page_009.png,তখনই,96.0
page_009.png,এ,89.0
page_009.png,জনতার্ন,50.0
page_009.png,চিন্তা-ভাবনা,0.0
page_009.png,একট,87.0
page_009.png,সামগ্নিক,36.0
page_009.png,ক্ূপ,31.0
page_009.png,নিয়ে,96.0
page_009.png,একটা,96.0
page_009.png,সুনির্দিষ্ট,73.0
page_009.png,খাতে,95.0
page_009.png,প্রবাহিত,93.0
page_009.png,হয়,89.0
page_009.png,এমন,96.0
page_009.png,অবস্থায়,0.0
page_009.png,এলেই,93.0
page_009.png,কেবল,37.0
page_009.png,আমি,93.0
page_009.png,যাকে,96.0
page_009.png,ইতিপূর্বে,95.0
page_009.png,জনতার,93.0
page_009.png,মানমিক,74.0
page_009.png,এঁকোর,46.0
page_009.png,মনসন্তাত্তিক,0.0
page_009.png,বিধান,90.0
page_009.png,72570001081608,36.0
page_009.png,18,21.0
page_009.png,০£,19.0
page_009.png,086,90.0
page_009.png,০0081,55.0
page_009.png,পা,52.0
page_009.png,০1,53.0
page_009.png,010%05,36.0
page_009.png,বলেছিলাম,96.0
page_009.png,জনতা,84.0
page_009.png,সে,96.0
page_009.png,পর্যায়ে,95.0
page_009.png,সক্রিয়,90.0
page_009.png,হয়ে,95.0
page_009.png,দেখা,93.0
page_009.png,দেয়,84.0
page_009.png,জনতার,93.0
page_009.png,মননস্তাত্তিক,37.0
page_009.png,বৈশিষ্ট্যসমূহের,87.0
page_009.png,মধ্যে,93.0
page_009.png,অনেকওুলিই,68.0
page_009.png,একক,93.0
page_009.png,বাক্তির,18.0
page_009.png,চারি,92.0
page_009.png,ব্রিক,34.0
page_009.png,বৈশিষ্টেঃর,39.0
page_009.png,সাথে,95.0
page_009.png,মিল,93.0
page_009.png,থায়,59.0
page_009.png,তবে,95.0
page_009.png,জনতার,95.0
page_009.png,এমনও,93.0
page_009.png,"কতকপ""প্লি",0.0
page_009.png,বৈশিষ্ট্য,95.0
page_009.png,থাকে,96.0
page_009.png,যা,95.0
page_009.png,কেবলমাত্র,95.0
page_009.png,কোন,96.0
page_009.png,যৌথ,92.0
page_009.png,সমাবেশেই,88.0
page_009.png,পরিস্ফ.ট,44.0
page_009.png,হয়ে,95.0
page_009.png,উঠতে,96.0
page_009.png,দেখা,93.0
page_009.png,যায়,90.0
page_009.png,জনতার,96.0
page_009.png,এই,96.0
page_009.png,বিশেষ,93.0
page_009.png,ণাবলীই,24.0
page_009.png,আমাদের,96.0
page_009.png,প্রাথমিক,96.0
page_009.png,আলোচ্য,93.0
page_009.png,বিধয়,45.0
page_009.png,সাইকোলদজিক্যাল,18.0
page_009.png,বা,93.0
page_009.png,মনস্তাত্রিক,79.0
page_009.png,জনতার,96.0
page_009.png,সবচাইতে,96.0
page_009.png,উল্লেখযোগ্য,95.0
page_009.png,চারিত্রিক,95.0
page_009.png,লক্ষণ,88.0
page_009.png,হচ্ছে-জমায়েতের,49.0
page_009.png,অস্তর্ভ.ক্ত,48.0
page_009.png,ব্যক্তিবর্গ,78.0
page_009.png,যারা,57.0
page_009.png,জীবনযাত্রায়,66.0
page_009.png,পেশায়,96.0
page_009.png,চরিত্রে,93.0
page_009.png,বুদ্ধিমত্তায়,74.0
page_009.png,যতই,95.0
page_009.png,আলাদা,95.0
page_009.png,বা,96.0
page_009.png,পৃথক,95.0
page_009.png,হোক,96.0
page_009.png,না,96.0
page_009.png,কেন,96.0
page_009.png,উক্ত,96.0
page_009.png,জমায়েত,95.0
page_009.png,যখন,93.0
page_009.png,জনতায়,90.0
page_009.png,রূপান্তরিত,0.0
page_009.png,হয়,96.0
page_009.png,তখন,95.0
page_009.png,তাদের,95.0
page_009.png,এমন,41.0
page_009.png,একটি,94.0
page_009.png,যৌথ,95.0
page_009.png,কিন্তু,87.0
page_009.png,একক,96.0
page_009.png,মানসিকতা,93.0
page_009.png,০০011600146,62.0
page_009.png,7017৫,54.0
page_009.png,স্বষ্ট,1.0
page_009.png,হয়,96.0
page_009.png,যা,94.0
page_009.png,এ,92.0
page_009.png,সমস্ত,94.0
page_009.png,ব্যক্তি,92.0
page_009.png,একক,95.0
page_009.png,এবং,96.0
page_009.png,বিচ্ছিন্ন,95.0
page_009.png,থাকলে,33.0
page_009.png,যে,33.0
page_009.png,চিন্তা-ভাবনা,89.0
page_009.png,অনুভূতি,94.0
page_009.png,এবং,95.0
page_009.png,কার্যকলাপ,91.0
page_009.png,"করত,-তার",89.0
page_009.png,থেকে,96.0
page_009.png,সম্পূর্ণ,77.0
page_009.png,আলাদা,93.0
page_009.png,আমরা,81.0
page_009.png,জানি,95.0
page_009.png,মনস্তাত্ত্বিক,0.0
page_009.png,জনতা,92.0
page_009.png,অসমসন্ত,43.0
page_009.png,মানবিক,95.0
page_009.png,উপাদানে,96.0
page_009.png,গঠিত,14.0
page_009.png,যা,95.0
page_009.png,কি-না,94.0
page_009.png,ক্ষণিকের,94.0
page_009.png,জন্য,29.0
page_009.png,সংশ্লিষ্ট,83.0
page_009.png,হয়,92.0
page_009.png,যার,91.0
page_009.png,তুলনা,18.0
page_009.png,মানবদেহের,92.0
page_009.png,সেল্স,86.0
page_009.png,এর,93.0
page_009.png,পুনমিলনের,69.0
page_009.png,রূপরেখার,49.0
page_009.png,সাথে,95.0
page_009.png,তুলনা,94.0
page_009.png,করা,95.0
page_009.png,চলে,42.0
page_009.png,এটা,95.0
page_009.png,সর্বজনবিদিত,94.0
page_009.png,যে,93.0
page_009.png,মানবদেহের,34.0
page_009.png,সংমিশ্রিত,80.0
page_009.png,সেল্‌-এর,26.0
page_009.png,ক্রি,13.0
page_009.png,এর,94.0
page_009.png,ক্রিয়াকলাপ,95.0
page_009.png,প্রতিট,59.0
page_009.png,একক,93.0
page_009.png,সেল্-এর,46.0
page_009.png,পৃথক,96.0
page_009.png,অবস্থায়,96.0
page_009.png,কৃত,96.0
page_009.png,নিজস্ব,91.0
page_009.png,কার্যকলাপ,84.0
page_009.png,থেকে,92.0
page_009.png,আল।দা,36.0
page_009.png,আশ্চর্যের,0.0
page_009.png,বিষয়,94.0
page_009.png,হচ্ছে,96.0
page_009.png,যে,92.0
page_009.png,হাবাটট,50.0
page_009.png,স্পেনসারের,91.0
page_009.png,মতো,96.0
page_009.png,বিখ্যাত,78.0
page_009.png,দার্শনিকও,92.0
page_009.png,বুঝতে,88.0
page_009.png,ভুল,96.0
page_009.png,করেছেন,95.0
page_009.png,যে,96.0
page_009.png,অজস্র,25.0
page_009.png,একক,96.0
page_009.png,ব্যক্তির,93.0
page_009.png,সংযোদ্নে,36.0
page_009.png,যে,84.0
page_009.png,একটা,95.0
page_009.png,স্বতন্ত্র,56.0
page_009.png,ওণসম্পন্ন,36.0
page_009.png,একক,84.0
page_009.png,সমষ্ট,73.0
page_009.png,হাচ্ছ,85.0
page_009.png,তাকেই,96.0
page_009.png,আমরা,95.0
page_009.png,জনতা,96.0
page_009.png,বলে,95.0
page_009.png,অভিহিত,93.0
page_009.png,কর্নছি,61.0
page_009.png,৬%/.080738081.0017,0.0
page_010.png,জনতা,80.0
page_010.png,ঠে,47.0
page_010.png,আমাদের,95.0
page_010.png,বক্তব্য,53.0
page_010.png,স্পঠতর,79.0
page_010.png,হরে,92.0
page_010.png,উঠবে,0.0
page_010.png,যদি,93.0
page_010.png,কি-না,94.0
page_010.png,আমরা,95.0
page_010.png,রসায়ন,95.0
page_010.png,শাস্ত্রের,77.0
page_010.png,উপাদানগুলির,90.0
page_010.png,উত্তর,91.0
page_010.png,স,90.0
page_010.png,সিশ্রণ,17.0
page_010.png,নব,89.0
page_010.png,সমষ্টর,87.0
page_010.png,ওুণাবলী,10.0
page_010.png,প্রতিট,85.0
page_010.png,উপাদানের,95.0
page_010.png,ওণাবলী,88.0
page_010.png,থেকে,95.0
page_010.png,সম্পূর্ণ,92.0
page_010.png,আলাদ,91.0
page_010.png,দেখতে,95.0
page_010.png,পাই,53.0
page_010.png,এট,92.0
page_010.png,প্রমাণ,95.0
page_010.png,করা,94.0
page_010.png,কঠিন,95.0
page_010.png,নয়,79.0
page_010.png,যে,82.0
page_010.png,প্রতিটি,50.0
page_010.png,ব্যক্তি,93.0
page_010.png,অনতার,90.0
page_010.png,অবিচ্ছেত্ঠ,76.0
page_010.png,অংশ,86.0
page_010.png,হিসাবে,75.0
page_010.png,তার,95.0
page_010.png,নির্জন,31.0
page_010.png,একক,95.0
page_010.png,সত্তা,50.0
page_010.png,থেকে,96.0
page_010.png,আলাদা,91.0
page_010.png,কিন্তু,96.0
page_010.png,এই,96.0
page_010.png,পার্থক্যের,67.0
page_010.png,কারণ,96.0
page_010.png,নির্ঘঘ়,56.0
page_010.png,করা,83.0
page_010.png,ততটা,93.0
page_010.png,সংজ,90.0
page_010.png,নয়,84.0
page_010.png,এ,96.0
page_010.png,সম্বন্ধে,75.0
page_010.png,জ্ঞানার্জনের,95.0
page_010.png,উদ্দেশ্যে,95.0
page_010.png,প্রথমতঃ,95.0
page_010.png,আমাদের,93.0
page_010.png,একথাটা,20.0
page_010.png,প্রতিনিয়ত,95.0
page_010.png,স্মরণ,95.0
page_010.png,রাখা,64.0
page_010.png,উচিত,95.0
page_010.png,যে,95.0
page_010.png,আধুনিক,83.0
page_010.png,মনোবিজ্ঞান,95.0
page_010.png,সন্দেহাতীতভাবে,94.0
page_010.png,প্রমাণ,93.0
page_010.png,কৰ্বেছে,30.0
page_010.png,যে,95.0
page_010.png,অবচেতন,95.0
page_010.png,মন,95.0
page_010.png,আমাদের,93.0
page_010.png,দেই-মনের,32.0
page_010.png,উপর,88.0
page_010.png,বিত্রাট,7.0
page_010.png,প্রভাব,93.0
page_010.png,বিভান্ন,55.0
page_010.png,করনে,64.0
page_010.png,থাকে,87.0
page_010.png,মনের,96.0
page_010.png,অবচেতন,95.0
page_010.png,অংশ,95.0
page_010.png,মনের,95.0
page_010.png,সচেতন,95.0
page_010.png,অংশের,96.0
page_010.png,তুলনায়,95.0
page_010.png,অধিক,92.0
page_010.png,প্রভাবশালী,81.0
page_010.png,এমন,95.0
page_010.png,কি,93.0
page_010.png,স্থম্ম,32.0
page_010.png,পর্যবেক্ষক,28.0
page_010.png,এবং,91.0
page_010.png,তীক্ষধী,86.0
page_010.png,বিশ্লেষকও,89.0
page_010.png,বুঝে,95.0
page_010.png,উঠতে,95.0
page_010.png,পারে,93.0
page_010.png,না,95.0
page_010.png,যে,95.0
page_010.png,তার,93.0
page_010.png,ক্তিয়াকলাপকে,43.0
page_010.png,তার,96.0
page_010.png,অবচেতন,95.0
page_010.png,মন,96.0
page_010.png,কি,96.0
page_010.png,প্রবলভাবে,96.0
page_010.png,প্রভাবিত,95.0
page_010.png,করছে,14.0
page_010.png,আমাদের,93.0
page_010.png,সজ্ঞানে,39.0
page_010.png,কৃত,93.0
page_010.png,কার্যাবলীর,79.0
page_010.png,অধিকাংশই,96.0
page_010.png,আমাদের,95.0
page_010.png,মনের,96.0
page_010.png,অবচেতন,96.0
page_010.png,অংশেরই,91.0
page_010.png,ফলঞ্চষতি,10.0
page_010.png,যে,94.0
page_010.png,অবচেতন,95.0
page_010.png,মন,96.0
page_010.png,কি-না,95.0
page_010.png,আবার,93.0
page_010.png,বংশানুত্রমিক,50.0
page_010.png,ধারা,94.0
page_010.png,কতৃকি,64.0
page_010.png,প্রভাবান্বিত,15.0
page_010.png,আমাদের,93.0
page_010.png,কৃতকারাদির,29.0
page_010.png,পেছনে,96.0
page_010.png,যেসব,94.0
page_010.png,প্রকাশ্য,94.0
page_010.png,কারণ,95.0
page_010.png,থাকে,95.0
page_010.png,তার,95.0
page_010.png,পেছনে,95.0
page_010.png,আরো,61.0
page_010.png,অনেক,96.0
page_010.png,গোপন,77.0
page_010.png,কারণ,77.0
page_010.png,নিহিত,91.0
page_010.png,থাকে,89.0
page_010.png,এমন,96.0
page_010.png,কি,95.0
page_010.png,সেসব,96.0
page_010.png,গোপন,94.0
page_010.png,কারণগুলির,75.0
page_010.png,পেছনেও,96.0
page_010.png,আরে,79.0
page_010.png,অনেক,0.0
page_010.png,ওুপ্ত_কারণ,0.0
page_010.png,থাকে,96.0
page_010.png,যে,96.0
page_010.png,সম্পর্কে,95.0
page_010.png,আমরা,53.0
page_010.png,মোটেই,96.0
page_010.png,সচেতন,94.0
page_010.png,নই,54.0
page_010.png,আমাদের,96.0
page_010.png,দৈনন্দিন,90.0
page_010.png,কার্যাদির,88.0
page_010.png,মধ্যে,93.0
page_010.png,সি'হভাগ,80.0
page_010.png,কাজই,96.0
page_010.png,যে,96.0
page_010.png,উক্ত,94.0
page_010.png,গোপন,92.0
page_010.png,কারণারদি,5.0
page_010.png,হেতু,89.0
page_010.png,নিষ্পন্ন,88.0
page_010.png,হয়ে,96.0
page_010.png,থাকে,93.0
page_010.png,একথ,87.0
page_010.png,আমরা,93.0
page_010.png,আদো,85.0
page_010.png,লক্ষ্য,83.0
page_010.png,করি,92.0
page_010.png,না,89.0
page_010.png,এ,92.0
page_010.png,স্মুপ্ত,68.0
page_010.png,প্রেষণ,9.0
page_010.png,একটা,91.0
page_010.png,জাতির,92.0
page_010.png,অবচেতন,93.0
page_010.png,উপাদানসমূহ-যা,45.0
page_010.png,জাতীয়,92.0
page_010.png,প্রতিভ,91.0
page_010.png,8০115,52.0
page_010.png,বলে,95.0
page_010.png,পরিগণিত,11.0
page_010.png,এর,87.0
page_010.png,বেলায়,96.0
page_010.png,যতটা,96.0
page_010.png,প্রযোজ্য,0.0
page_010.png,তার,96.0
page_010.png,চাইতেও,96.0
page_010.png,বেশী,96.0
page_010.png,প্রযোজ্য,95.0
page_010.png,যেসব,95.0
page_010.png,সচেতন,74.0
page_010.png,মানসিক,95.0
page_010.png,উপাদান,95.0
page_010.png,শিক্ষা,80.0
page_010.png,এবং,92.0
page_010.png,বংশধারায়,59.0
page_010.png,বৈচিত্রের,15.0
page_010.png,কারণে,92.0
page_010.png,পরস্পন্ন,84.0
page_010.png,পরস্পর,82.0
page_010.png,থেকে,90.0
page_010.png,পৃথক,88.0
page_010.png,তার,90.0
page_010.png,উপর,85.0
page_010.png,জ্ঞান,96.0
page_010.png,বৃদ্ধির,94.0
page_010.png,দিক,95.0
page_010.png,থেকে,96.0
page_010.png,পৃথক,95.0
page_010.png,হ'লেও,91.0
page_010.png,প্রতি,92.0
page_010.png,মানুষ,93.0
page_010.png,প্রব্বত্তি,42.0
page_010.png,অনুভূতি,96.0
page_010.png,এবং,95.0
page_010.png,আবেগের,92.0
page_010.png,দিক,94.0
page_010.png,থেকে,96.0
page_010.png,অনেক,93.0
page_010.png,নিকটতর,56.0
page_010.png,ধর্ম,90.0
page_010.png,ব্লাজনীতি,87.0
page_010.png,নৈতিকতা,95.0
page_010.png,ভালবাসা,39.0
page_010.png,এব,87.0
page_010.png,বিদ্বেষ,93.0
page_010.png,ইত্যাদি,95.0
page_010.png,ব্যাপারে,90.0
page_010.png,দেশের,95.0
page_010.png,প্রখ্যাত,69.0
page_010.png,ব্যক্তিবর্গ,93.0
page_010.png,খুব,96.0
page_010.png,কমই,96.0
page_010.png,৬%/.080738081.0017,0.0
